month,training,trust,adoption,capacity,realized_value_proxy
6.25,0.3970901216041034,0.4570073555867057,0.14495504223289504,114.79440056974323,16.640027182687
6.5,0.40387285773605724,0.4598921132584809,0.14752757989450146,115.5191757809077,17.04226443436482
6.75,0.4105792880865266,0.46281098722959174,0.150154592045204,116.2568136803802,17.456494430652782
7.0,0.4172102710955532,0.46576267719025527,0.15283544204155397,117.00758664060622,17.88290622643248
7.25,0.42376665554572823,0.4687458965730807,0.15556947895341106,117.771763850814,18.321691937695306
7.5,0.4302492806708388,0.4717593729426752,0.1583560371495856,118.54961124558105,18.773046642474164
7.75,0.43665897626329186,0.4748018483623325,0.16119443594068647,119.34139143132897,19.23716827614975
8.0,0.44299656278032984,0.47787207973827445,0.164083979278275,120.1473636110324,19.714257521092012
8.25,0.44926285144905115,0.48096883914192456,0.16702395550934432,120.96778350742377,20.204517690607943
8.5,0.4554586443702493,0.4840909141106974,0.1700136371850659,121.8029032849705,20.708154607178646
8.75,0.461584734621084,0.48723710792779273,0.17305228092267277,122.65297147089582,21.22537647498203
9.0,0.4676419063565968,0.49040623988148985,0.17613912731927928,123.51823287550918,21.756393746711698
9.25,0.47363093491008507,0.49359714550443773,0.17927340091637242,124.39892851210558,22.301418984717856
9.5,0.4795525868923466,0.49680867679344265,0.18245431021364908,125.29529551668745,22.860666716512526
9.75,0.48540762028980766,0.5000397024102543,0.1856810477308156,126.20756706775569,23.434353284698055
10.0,0.4911967845615473,0.5032891078638533,0.18895279011591423,127.13597230640977,24.02269669139573
10.25,0.4969208207352299,0.5065557956747442,0.19226869829869114,128.08073625698935,24.625916437269318
10.5,0.5025804615019586,0.5098386855217559,0.1956279176874756,129.04207974848282,25.244233355256856
10.75,0.5081764313100615,0.5131367143718517,0.1990295784079993,130.0202193369202,25.877869439142827
11.0,0.5137094464578233,0.5164488365934496,0.20247279558254777,131.0153672289602,26.527047667121685
11.25,0.5191802151851729,0.5197740240537505,0.20595666964780115,132.02773120687294,27.191991820522617
11.5,0.5245894377643396,0.5231112662005687,0.2094802867096948,133.05751455511194,27.872926297884238
11.75,0.5299378065894909,0.5264595701291584,0.21304271893360224,134.10491598866042,28.570075924586526
12.0,0.5352260062653591,0.5298179606345224,0.21664302496812338,135.17012958332845,29.283665758265496
12.25,0.5404547136948739,0.5331854802496865,0.22028025040074153,136.25334470816907,30.013920890254035
12.5,0.5456245981658066,0.5365611892704214,0.22395342824360054,137.35474596017278,30.761066243309536
12.75,0.5507363214364412,0.5399441657668821,0.2276615794476413,138.47451310139078,31.525326365905723
13.0,0.5557905378202813,0.5433335055826355,0.2314037134433315,139.612820998629,32.306925223381874
13.25,0.5607878942698031,0.5467283223215386,0.23517882870621928,140.76983956584564,33.10608598625798
13.5,0.5657290304592678,0.5501277473229221,0.23898591334554126,141.94573370937675,33.923030816038384
13.75,0.570614578866601,0.5535309296255316,0.24282394571412022,143.14066327610445,34.75798064883995
14.0,0.5754451648543518,0.5569370359206667,0.24669189503779473,144.35478300467506,35.61115497719293
14.25,0.5802214067497403,0.5603452504949561,0.2505887220626332,145.58824247986402,36.4827716303739
14.5,0.5849439159238058,0.5637547751631973,0.2545133797181996,146.8411860901772,37.37304655364007
14.75,0.589613296869663,0.5671648291916813,0.2584648137951532,148.1137529887682,38.28219358674328
15.0,0.5942301472798793,0.5705746492124175,0.2624419636354871,149.40607705774397,39.21042424210923
15.25,0.5987950581229807,0.5739834891286634,0.2664437628337302,150.7182868759214,40.15794748307412
15.5,0.6033086137190972,0.5773906200121585,0.2704691399474647,152.05050569009003,41.12496950257574
15.75,0.6077713918147574,0.5807953299924522,0.27451701921553795,153.40285138982736,42.11169350269955
16.0,0.6121839636568414,0.5841969241387074,0.27858632128237987,154.77543648590506,43.11831947548293
16.25,0.6165468940657018,0.5875947243343533,0.28267596392686734,156.16836809231697,44.145043985381534
16.5,0.6208607415074627,0.5909880691449543,0.2867848627942145,157.5817479119513,45.192059953801454
16.75,0.6251260581655038,0.5943763136796498,0.2909119321294043,159.01567222592237,46.25955644609913
17.0,0.6293433900111419,0.5977588294465159,0.29505608551071566,160.4702318865694,47.34771846144799
17.25,0.6335132768735166,0.6011350042021878,0.29921623658194196,161.94551231412296,48.45672672596641
17.5,0.6376362525086895,0.6045042417960751,0.3033912997819394,163.44159349703267,49.586757489496115
17.75,0.6417128446679667,0.6078659620094939,0.30758019107018786,164.95854999594238,50.737982326413096
18.0,0.6457435751654521,0.6112196003900301,0.3117818286470929,166.49645095129333,51.91056794084525
18.25,0.6497289599448408,0.6145646080814398,0.3159951336678042,168.0553600945288,53.10467597666159
18.5,0.6536695091454614,0.6179004516493867,0.320219030948374,169.6353357628678,54.32046283258758
18.75,0.657565727167575,0.6212266129033049,0.3244524496631288,171.23643091760968,55.55807948278959
19.0,0.6614181127369397,0.6245425887146688,0.32869432403217597,172.85869316592533,56.81767130325914
19.25,0.6652271589686491,0.6278478908319436,0.3329435939980195,174.5021647860862,58.09937790431418
19.5,0.6689933534302518,0.6311420456924812,0.33719920589030894,176.16688275607632,59.40333296952009
19.75,0.6727171782041614,0.6344245942316197,0.3414601130777979,177.85287878552788,60.72966410131823
20.0,0.6763991099493646,0.6376950916892327,0.3457252766066403,179.56017935091685,62.078492673633676
20.25,0.6800396199624342,0.6409531074139728,0.34999366582420466,181.28880573395006,63.44993369171727
20.5,0.6836391742378568,0.6441982246654402,0.35426425898763875,183.0387740630711,64.84409565945971
20.75,0.687198233527681,0.6474300404145024,0.35853604385646975,184.81009535800928,66.26108045439757
21.0,0.6907172534004945,0.6506481651419834,0.3628080182685762,186.60277557729162,67.70098321061305
21.25,0.6941966842997389,0.6538522226359325,0.3670791906989201,188.4168156686345,69.16389220970996
21.5,0.6976369716013668,0.6570418497876742,0.3713485808004784,190.25221162212912,70.64988878002993
21.75,0.7010385556708515,0.6602166963868382,0.3756152199268649,192.10895452613153,72.15904720425299
22.0,0.7044018719195544,0.6633764249155536,0.3798781516361821,193.98703062576584,73.69143463550738
22.25,0.7077273508604593,0.6665207103419922,0.3841364321756929,195.88642138394675,75.24711102209366
22.5,0.7110154181632792,0.6696492399134341,0.3883891309469511,197.80710354482522,76.82612904090824
22.75,0.7142664947089423,0.6727617129490224,0.39263533095107633,199.74904919955998,78.42853403963205
23.0,0.7174809966434668,0.6758578406323702,0.3968741292139064,201.71222585431536,80.05436398773023
23.25,0.7206593354312277,0.6789373458041718,0.4011046371908056,203.69659650038489,81.7036494362888
23.5,0.7238019179076264,0.6819999627549687,0.40532598115095253,205.7021196863389,83.37641348669598
23.75,0.7269091463311655,0.6850454370182105,0.4095373025409739,207.72874959209366,85.07267176815547
24.0,0.7299814184349399,0.6880735251637475,0.41373775832783344,209.77643610479853,86.79243242400133
24.25,0.7330191274775468,0.6910839945918841,0.41792652132092534,211.8451248964377,88.53569610676517
24.5,0.7360226622934244,0.6940766233281169,0.4221027804733627,213.93475750304233,90.30245598192876
24.75,0.7389924073426234,0.6970511998186772,0.42626574116248783,216.04527140540915,92.09269774027757
25.0,0.7419287427600189,0.7000075227269879,0.43041462544966974,218.1766001112216,93.90639961875382
25.25,0.7448320444039687,0.7029454007311443,0.4345486723194883,220.32867323846995,95.74353242969148
25.5,0.7477026839044241,0.7058646523225204,0.4386671378984398,222.5014166000674,97.60405959829997
25.75,0.7505410287104993,0.7087651056055961,0.44276929565332956,224.69475228955957,99.48793720824766
26.0,0.7533474421375063,0.7116465980990987,0.44685443656954976,226.90859876782622,101.39511405518302
26.25,0.7561222834134593,0.7145089765385446,0.4509218693094688,229.14287095067397,103.32553170801629
26.5,0.7588659077250579,0.717352096680264,0.45497092035118747,231.3974802972213,105.27912457777255
26.75,0.761578666263151,0.7201758231069856,0.45900093410794224,233.67233489897725,107.25581999381447
27.0,0.7642609062676905,0.7229800290350544,0.46301127302846273,235.96733956951695,109.2555382872216
27.25,0.7669129710721789,0.7257645961233522,0.4670013176786119,238.28239593465926,111.2781928811026
27.5,0.7695352001476169,0.7285294142839837,0.4709704668046601,240.61740252305233,113.32369038760676
27.75,0.7721279291459562,0.73127438149479,0.4749181373785644,242.97225485707563,115.3919307113922
28.0,0.7746914899430641,0.7339994036137457,0.47884376462564393,245.34684554396844,117.48280715930024
28.25,0.7772262106812047,0.7367043941952912,0.4827468020350575,247.74106436709667,119.59620655597725
28.5,0.7797324158110411,0.7393892743086504,0.4866267213535078,250.15479837727196,121.73200936517965
28.75,0.7822104261331669,0.7420539723581782,0.4904830125626099,252.5879319840395,123.8900898164913
29.0,0.7846605588391689,0.7446984239057801,0.49431518384037354,255.04034704685256,126.07031603717759
29.25,0.7870831275522282,0.7473225714954425,0.49812276150726364,257.51192296605444,128.2725501888968
29.5,0.7894784423672656,0.7499263644799076,0.5019052899573097,260.00253677359075,130.49664860898514
29.75,0.7918468098906338,0.752509758849527,0.5056623315747468,262.5120632233773,132.74246195603033
30.0,0.7941885332793642,0.7550727170633217,0.5093934666366778,265.04037488125107,135.00983535944516
30.25,0.7965039122799714,0.7576152078822749,0.5130982932022514,267.58734221443444,137.29860857275307
30.5,0.7987932432668218,0.7601372062048808,0.5167764269888581,270.1528336804457,139.60861613029599
30.75,0.80105681928007,0.7626386929049713,0.5204275012358484,272.73671581539,141.93968750707512
31.0,0.8032949300631692,0.7651196546718364,0.5240511665562827,275.3388533215693,144.2916472814376
31.25,0.8055078620999585,0.7675800838526559,0.5276470907772209,277.9591091543507,146.66431530032114
31.5,0.807695898651334,0.7700199782972545,0.531214958769064,280.5973446082368,149.05750684677338
31.75,0.8098593197915065,0.772439341205192,0.5347544722644576,283.25341940208216,151.4710328094635
32.0,0.811998402443852,0.7748381809751955,0.5382653496672677,285.92719176340444,153.9046998539088
32.25,0.8141134204163587,0.7772165110569429,0.5417473258521349,288.6185185117408,156.35831059514047
32.5,0.8162046444366746,0.7795743498051991,0.545200151955113,291.32725514100144,158.83166377153995
32.75,0.818272342186762,0.7819117203363103,0.5486235951558918,294.053255900777,161.32455441957973
33.0,0.820316778337161,0.7842286503870549,0.5520174384521018,296.79637387655646,163.836774049209
33.25,0.822338214580868,0.7865251721758515,0.5553814804261906,299.556461068817,166.36811081963012
33.5,0.8243369096668333,0.7888013222663202,0.5587155350053571,302.33336847094796,168.91834971521746
33.75,0.8263131194330814,0.7910571414331932,0.5620194312150223,305.1269461459747,171.48727272133746
34.0,0.8282670968394592,0.7932926745305694,0.5652930129263076,307.93704330204986,174.0746589998346
34.25,0.8301990920000153,0.7955079703625042,0.5685361385979858,310.7635083666814,176.6802850639559
34.5,0.8321093522150151,0.7977030815559273,0.5717486810133582,313.6061890596713,179.3039249524929
34.75,0.8339981220025963,0.7998780644358768,0.5749305270125069,316.46493246473807,181.94535040292928
35.0,0.8358656431300671,0.8020329789030406,0.578081577220359,319.3395850998006,184.6043310233878
35.25,0.8377121546448538,0.8041678883135892,0.5812017457709904,322.2299929859024,187.28063446318046
35.5,0.8395378929050992,0.8062828593612896,0.5842909600285883,325.13600171475736,189.9740265817723
35.75,0.8413430916099168,0.8083779619618835,0.5873491603054799,328.0574565149003,192.6842716159782
36.0,0.8431279818293053,0.8104532691397144,0.5903762995776252,330.99420231642773,195.4111323452204
